indeks,Komentar_bersih,Label_Validator,Detected_Lang
40010,bisa tolong ikutan bantuin kak,0.0,tl
40011,ayo? siapa takut? d,0.0,tl
40012,minta sosmed nya kak,0.0,so
40013,nsa7 2cool gaming betuuuuuuulll,0.0,so
40014,sensor di uting v,0.0,no
40016,popular sukses selalu,0.0,et
40021,aslmkm meni gelis eyyyyy,0.0,tr
40022,gede sih emoji_smiling_face_with_smiling_eyes,0.0,af
40024,eneng gelis teing,0.0,af
40025,popular sukses selalu,0.0,et
40029,aslmkm meni gelis eyyyyy,0.0,tr
40030,gede sih emoji_smiling_face_with_smiling_eyes,0.0,af
40032,eneng gelis teing,0.0,af
40033,popular sukses selalu,0.0,et
40034,my bangladeshi love you emoji_smiling_face_with_heart-eyes emoji_kiss_mark emoji_face_blowing_a_kiss emoji_smiling_face_with_heart-eyes emoji_kiss_mark emoji_face_blowing_a_kiss emoji_smiling_face_with_heart-eyes,0.0,tr
40035,linda perfeita emoji_smiling_face_with_heart-eyes emoji_smiling_face_with_heart-eyes emoji_smiling_face_with_heart-eyes emoji_smiling_face_with_heart-eyes emoji_smiling_face_with_heart-eyes emoji_smiling_face_with_heart-eyes emoji_smiling_face_with_heart-eyes emoji_smiling_face_with_heart-eyes emoji_smiling_face_with_heart-eyes emoji_smiling_face_with_heart-eyes,0.0,tr
40036,popular sukses selalu,0.0,et
40037,emoji_smiling_face_with_hearts emoji_smiling_face_with_hearts emoji_smiling_face_with_hearts emoji_smiling_face_with_hearts emoji_smiling_face_with_hearts emoji_smiling_face_with_heart-eyes emoji_smiling_face_with_heart-eyes emoji_smiling_face_with_heart-eyes emoji_smiling_face_with_heart-eyes emoji_smiling_face_with_heart-eyes emoji_smiling_face_with_heart-eyes emoji_smiling_face_with_heart-eyes emoji_smiling_face_with_heart-eyes i like it,0.0,tr
40038,linda maravilhosa emoji_smiling_face_with_heart-eyes emoji_smiling_face_with_heart-eyes emoji_smiling_face_with_heart-eyes emoji_smiling_face_with_heart-eyes emoji_smiling_face_with_heart-eyes emoji_smiling_face_with_heart-eyes emoji_smiling_face_with_heart-eyes emoji_smiling_face_with_heart-eyes emoji_smiling_face_with_heart-eyes,0.0,tr
40040,popular sukses selalu,0.0,et
40041,coba sama cowok,0.0,so
40042,mantap emoji_face_with_tears_of_joy,0.0,tl
40047,wow good emoji_thumbs_up,0.0,pl
40049,setoking blek,0.0,no
40050,iya say ad ap telat lgi,0.0,tl
40051,angat dan panas,0.0,tl
40057,coba dong kk reviw tentang neck fetish kk,0.0,en
40064,mau dong kak,0.0,tl
40069,waduhhh bisa masuk mari wkwkwkkwkkkk,0.0,sw
40076,begadoh ah emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy,0.0,so
40077,auj ckksmi,0.0,lv
40080,bener nih,0.0,de
40085,bikin greget aja mantaap bosque,0.0,nl
40086,merahhh lopelopeeee emoji_smiling_face_with_heart-eyes emoji_face_blowing_a_kiss,0.0,nl
40089,sayang banget deh ama kakak kaka ni,0.0,tl
40092,kurang nampak,0.0,tl
40093,kurang nampak,0.0,tl
40098,rondo endi iki iyo tante emoji_face_with_open_mouth emoji_face_with_open_mouth emoji_face_with_open_mouth,0.0,it
40099,knten gak jelas,0.0,hu
40103,a 1,0.0,hu
40104,yummy emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy emoji_party_popper,0.0,tr
40107,bosornya emoji_face_with_open_mouth,0.0,hu
40110,kow matanya kayak abeez makek yach,0.0,sw
40112,i love you,0.0,hr
40114,kayak gak asli,0.0,tl
40119,biking nga ng,0.0,tl
40121,tobrut hee,0.0,nl
40122,kok bisa,0.0,tl
40125,kalo bisa gk pake apa ya kk,0.0,tl
40127,mantap toge,0.0,tl
40129,aduuh gue,0.0,so
40130,please sigh sis,0.0,en
40131,seggeeerr bgt sayaaaang,0.0,so
40132,dj vivijo yah klo gak salah ?,0.0,sl
40136,bener jir,0.0,no
40137,paling cantik sekali vivi jovita,0.0,lt
40138,very nice beautiful women vivi jovita,0.0,en
40139,may sosis aku gak emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy,0.0,tl
40145,mantap cui emoji_smiling_face_with_heart-eyes,0.0,ro
40151,ayok vivi main2 sama abang,0.0,tl
40153,bagus x,0.0,so
40155,tobrut crotable,0.0,en
40157,vivi emoji_smiling_face_with_heart-eyes emoji_smiling_face_with_heart-eyes emoji_smiling_face_with_heart-eyes emoji_smiling_face_with_heart-eyes,0.0,tr
40159,lagi masak apa,0.0,tl
40162,asli gak yo emoji_anxious_face_with_sweat,0.0,tr
40165,vulkanik mention_user v 7 d,0.0,sl
40166,vow impressive jovita baby on the girll emoji_party_popper,0.0,en
40167,ku ingin banget bisa menikahi wanita itu,0.0,tl
40171,mau ddonk,0.0,cy
40172,mantap emoji_thumbs_up emoji_thumbs_up,0.0,tl
40176,asli gk sii emoji_smiling_face_with_smiling_eyes,0.0,et
40180,seger x,0.0,no
40182,aus minum,0.0,lt
40184,enak gak papa enak gak popo enak gak,0.0,tl
40186,di kenthu enak iki tp bawok e ws lower iki,0.0,af
40189,be tar yaaaaa,0.0,so
40190,agak lma say biar greget yaaaa ok ?,0.0,tl
40192,beautiful emoji_rose,0.0,fr
40193,itu asli apa implan,0.0,lv
40197,13 cm hadir,0.0,so
40205,model ok,0.0,da
40207,tgl bun 3o ru a get or ii msih i tornya,0.0,cy
40209,nice emoji_fire emoji_fire,0.0,pl
40213,boa hanchok,0.0,sw
40217,solikin ya?,0.0,tr
40219,asli ga tuh,0.0,et
40220,mantap emoji_smiling_face_with_heart-eyes emoji_smiling_face_with_heart-eyes emoji_smiling_face_with_heart-eyes emoji_thumbs_up_light_skin_tone emoji_thumbs_up_light_skin_tone,0.0,tr
40223,mnta nmorx,0.0,ca
40226,sabun mana sabuunnn,0.0,tl
40228,hadehhh bikin geregetan,0.0,nl
40230,asli gk sihh,0.0,et
40234,vebi amora dong pliss,0.0,hr
40238,anjir si joni gw geter geter,0.0,no
40240,susu basiii emoji_winking_face_with_tongue emoji_winking_face_with_tongue emoji_winking_face_with_tongue,0.0,et
40241,gulaa bulat bnget,0.0,tl
40244,maknyos makanannya gurih nyoyy,0.0,tl
40245,wow big,0.0,pl
40246,pertahankan yg model gini emoji_smiling_face_with_heart-eyes emoji_smiling_face_with_heart-eyes emoji_smiling_face_with_heart-eyes emoji_smiling_face_with_heart-eyes emoji_smiling_face_with_heart-eyes,0.0,tr
40248,buseettt itu apaan emoji_face_screaming_in_fear emoji_face_screaming_in_fear emoji_face_screaming_in_fear,0.0,fi
40251,sahur sahur nonton ini emoji_star-struck emoji_smiling_face_with_heart-eyes emoji_smiling_face_with_heart-eyes emoji_smiling_face_with_heart-eyes mantap kali emoji_white_heart emoji_white_heart emoji_fire emoji_fire emoji_fire,0.0,tr
40252,emoji_face_savoring_food wow aku nggak bisa bayangin kalau aku masak bareng sama macan mampu nggak ya emoji_face_with_steam_from_nose emoji_winking_face_with_tongue emoji_beaming_face_with_smiling_eyes,0.0,tl
40257,kaya apa rasanya yahh hmmm,0.0,sw
40261,very beautiful video emoji_thumbs_up emoji_thumbs_up,0.0,en
40265,hello kaisi ho theek ho,0.0,fi
40267,toge emoji_smiling_face_with_heart-eyes,0.0,da
40268,ngilu rasanya sosis dipotong2 emoji_face_with_tears_of_joy,0.0,tl
40270,wow mantap ya kak emoji_smiling_face_with_heart-eyes emoji_smiling_face_with_heart-eyes emoji_smiling_face_with_heart-eyes emoji_smiling_face_with_heart-eyes emoji_smiling_face_with_heart-eyes emoji_thumbs_up emoji_thumbs_up emoji_folded_hands emoji_face_savoring_food,0.0,tr
40276,coba dong goreng tt,0.0,tl
40277,bobs big emoji_face_with_tears_of_joy,0.0,so
40279,brp cc slikon tuh,0.0,hr
40281,ini baru wanita emoji_rolling_on_the_floor_laughing,0.0,sw
40285,mantap gunung kmbr nya,0.0,tl
40291,silicon emoji_moai,0.0,it
40292,asli nih,0.0,sl
40293,semonggkoo brutality v,0.0,tl
40294,balonkuuu adaaaa duaaaa,0.0,so
40295,asli nih,0.0,sl
40301,rudal milik rusia uraaaa,0.0,et
40305,ko gde amat emoji_see-no-evil_monkey,0.0,no
40307,klau bsa g ush mcm gto chanelnya,0.0,tl
40308,kangen boby ngoten sama ozawa,0.0,tl
40309,hahahha kumaha aing na wae nyak,0.0,sw
40310,kumus emoji_grinning_face_with_smiling_eyes emoji_grinning_face_with_smiling_eyes,0.0,lv
40311,cenelnya nyeleneh cokkk,0.0,hu
40316,wow mengerikan emoji_rolling_on_the_floor_laughing,0.0,af
40328,cabang bayi,0.0,tl
40332,boa egang iyeu emoji_beaming_face_with_smiling_eyes emoji_beaming_face_with_smiling_eyes emoji_beaming_face_with_smiling_eyes,0.0,tl
40334,kenyok aja emoji_thumbs_up,0.0,hu
40336,asikin aja,0.0,fi
40339,ingat mas mbak 24434,0.0,tl
40341,demi cuan emoji_face_vomiting,0.0,ro
40343,ngapain bang? emoji_face_with_raised_eyebrow,0.0,tl
40354,konten sia eweuh manfaat na nu kieu patut di jieun konten haddeuh,0.0,af
40355,i got no idea about what i just watched emoji_flushed_face can someone please explain what are they trying to do for the girl?,0.0,en
40356,eoe e,0.0,af
40364,windy love,0.0,en
40365,abis syuting langsung gasx,0.0,tl
40367,the power of konten emoji_skull emoji_skull emoji_skull,0.0,en
40371,uu no,0.0,so
40373,unfaedah report,0.0,es
40381,harga diri yd taro d mn y,0.0,cy
40385,astag pirwloh neng insap jaga bahasa ituh,0.0,tl
40387,kmera mati auto mntep mntep emoji_face_with_tears_of_joy,0.0,sk
40388,konten gk jlas,0.0,fi
40389,hello good content,0.0,it
40391,di antos video salajeng na brayy emoji_beaming_face_with_smiling_eyes,0.0,tl
40395,konten apaan ini emoji_slightly_smiling_face emoji_slightly_smiling_face,0.0,fi
40396,video kayak gini like 111k kalo ngaji 1 gino,0.0,sw
40397,ini canel apaan,0.0,it
40411,konten edan euy,0.0,nl
40413,21jt view dpt bgian duit brp lu mbak ?,0.0,af
40417,konten apaansih,0.0,fi
40419,alahh sia mh hayang sanghay eta mh nu vlog na gz sanghay,0.0,tl
40430,moral bintg,0.0,ca
40431,bg bgi no wa nya,0.0,sw
40432,walopun gw nonton gw ttp report ni akun,0.0,tl
40433,konten ap nie ga bermoral,0.0,af
40443,ga lah emoji_upside-down_face,0.0,so
40445,vob not public property,0.0,sl
40448,bagus kak,0.0,tl
40452,galoreng patut oge,0.0,tl
40453,galoreng patut oge,0.0,tl
40455,masa allah,0.0,tl
40460,thanks you,0.0,en
40464,lama2 tar kaya faleka,0.0,sw
40466,to yg fc,0.0,en
40467,gelis si teteh,0.0,et
40468,ko yg kaya gini bisa masuk konte,0.0,tl
40475,gabisa ditahan hayu capung,0.0,tl
40477,opensea brp eth?,0.0,en
40478,kak gmailnya namanya yuni haryati ya kak,0.0,sw
40482,kasihan orang tuanya sangat di sayang kn,0.0,tl
40484,asa teu kudu ah,0.0,so
40485,tag emak nya emoji_moai,0.0,tl
40486,repent all because the kingdom of god is near,0.0,en
40490,very nice,0.0,cs
40491,part 2 link0,0.0,fr
40492,stress unfaedah,0.0,de
40496,enek metenge kenek lotree bingung ngko emoji_grinning_face_with_smiling_eyes emoji_grinning_face_with_smiling_eyes,0.0,af
40497,gada ide lain?,0.0,es
40501,apa ga jelas emoji_moai emoji_moai emoji_moai emoji_moai emoji_moai emoji_moai emoji_moai,0.0,hr
40503,qs al isra ayat 32,0.0,tl
40504,astaghfirullaaah tobat bang,0.0,tl
40505,bobby bobby emoji_moai,0.0,cy
40510,aamiin aamiin yaa mujibas saailiin emoji_palms_up_together emoji_palms_up_together emoji_palms_up_together,0.0,so
40522,sikat langsung aja,0.0,tl
40525,chanel apa ni mmek,0.0,sw
40528,njir 20jt view emoji_rolling_on_the_floor_laughing,0.0,sq
40530,bikin lgi ko,0.0,tr
40532,ig nya windi ozawa apa ya,0.0,sw
40535,ga ngerti gw emoji_face_with_tears_of_joy,0.0,cy
40541,dosa passive income,0.0,pt
40543,bodo amat emoji_moai,0.0,cy
40552,lapor polisi we,0.0,pl
40553,papa mamamu pasti bangga,0.0,tl
40559,gw liat gpp kan emoji_slightly_smiling_face,0.0,tl
40568,konten beginian yg nonton 19 juta kali di tonton,0.0,fi
40576,this was kinda not it i dont wanna understand what their saying and i dont want to,0.0,en
40577,alur cerita ap ini,0.0,ro
40580,akibat gw searching dengan hastag kawusutai emoji_smiling_face_with_tear,0.0,tl
40581,sama bang wkwkw,0.0,tl
40585,keren dan inspiratif,0.0,da
40587,sensasi katanya emoji_rolling_on_the_floor_laughing sensasi apaan si,0.0,tl
40588,nga jelas sumpah,0.0,tl
40589,saran matiin komen bg,0.0,fi
40596,@ minum susu dulu sono emoji_rolling_on_the_floor_laughing,0.0,ro
40598,habis buat chanel ini langsung ga gb g,0.0,tl
40601,8 38 thnx me later,0.0,en
40606,im back 18 emoji_rolling_on_the_floor_laughing,0.0,de
40607,hapuss nih kontent,0.0,fi
40615,waduh bahaya emoji_face_with_tears_of_joy,0.0,so
40616,video begini dislike saja,0.0,sl
40622,ceweknya mabok ?,0.0,sw
40630,istigfar bro tidak tertarik,0.0,sv
40637,tkp police metro jawa,0.0,pl
40641,udh benerbener ngonten tentang freestyle motor ehh ini malahh nge freestyle awewe astagaaa,0.0,af
40643,mantab bang,0.0,tl
40648,norrak tp bnyk yg nonton y,0.0,tl
40656,bro kok baru kau,0.0,hr
40663,gak guna,0.0,tl
40672,mbak lariiii mbakkkkkk cepattttttttt,0.0,fi
40674,hey yo,0.0,so
40690,sikat bos salam gabung,0.0,tl
40691,wow primitiv,0.0,en
40694,teu jelas ah,0.0,hr
40695,lila pisan ngewena,0.0,tl
40697,astaga 3jt subs,0.0,et
40705,18 juta viewer,0.0,af
40706,ngen gak,0.0,tl
40711,oh xx,0.0,so
40712,lucu liat komen nya tapi yg nonton gile banyak emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy,0.0,tl
40714,di dadaha,0.0,so
40716,contents bdo,0.0,ca
40723,como es posible que youtube deje esto? wtf emoji_angry_face emoji_angry_face emoji_angry_face,0.0,es
40727,mntap bro,0.0,sv
40730,maaf yea saya unsubscribe,0.0,so
40731,menyesal susbscribe chanelmu,0.0,ca
40736,ada ular cobra emoji_grinning_face,0.0,pt
40737,rip sdm,0.0,lt
40743,wahhh ak suka vidio yg kya gini,0.0,sw
40753,kontek yg tdk ber faedah,0.0,no
40754,gokil emoji_grinning_face emoji_grinning_face,0.0,sl
40755,maap telat bang emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing,0.0,tl
40756,18jt yg nonton barapanduit itu wkwwk,0.0,tl
40757,konten bodoh,0.0,sk
40764,kasihan ortunya kalo nglihat ini,0.0,tl
40773,sesat laporin ajaa emoji_angry_face_with_horns,0.0,fi
40776,bang apa nama motornya bang,0.0,tl
40777,paling wooow konten nu ieu mah,0.0,af
40778,mulai ngtd,0.0,tl
40779,halo saya dari maaa depan,0.0,so
40780,ni kenapa up lagi,0.0,tl
40786,cewek nya siapa ya emoji_face_with_tears_of_joy,0.0,sw
40787,jngn salfok ama anu nya emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing,0.0,tl
40792,wkkw mantapp,0.0,sw
40796,tt nya,0.0,hu
40808,bang buat dosa jangan nanggung bang langsung celup tu sosis emoji_thumbs_up,0.0,tl
40813,gas kan bang,0.0,tl
40819,what is her name dude,0.0,en
40820,cageur eta teh?,0.0,fr
40821,gak guna banget,0.0,tl
40827,vedio ke neraka,0.0,hr
40831,bagi nmr wa nya dong asli org mana si cewe nya,0.0,tl
40832,cweky cakep emoji_thumbs_up,0.0,pl
40834,woow very nice emoji_slightly_smiling_face emoji_slightly_smiling_face emoji_slightly_smiling_face emoji_slightly_smiling_face,0.0,pl
40835,oh maygood bikin teganh,0.0,so
40837,sloww motion emoji_rolling_on_the_floor_laughing,0.0,en
40839,bang main ni tikala besar tumbang gunung tubang,0.0,tl
40841,bang motor nya sanny mana di boncengin mul,0.0,tl
40842,bang kalo berani pegang gunung nya,0.0,tl
40844,sini sm gw hyperr kw aj blagy,0.0,pl
40847,weleh weleh serem,0.0,de
40853,gara gara windy gw jadi subscribe,0.0,so
40854,hello gaes v,0.0,cy
40856,huuu bulet putih,0.0,et
40864,ad yg nonton 2020,0.0,cy
40865,mantul nih,0.0,ro
40869,emoji_face_with_tears_of_joy terus record fix auto 1jt views emoji_rolling_on_the_floor_laughing emoji_thumbs_up,0.0,en
40870,2020 on,0.0,fi
40871,maaf telaaaat 1 tahun,0.0,so
40876,yg nonton oktober emoji_thumbs_up,0.0,sv
40878,follow instagram ku imamamriwardhani67 mba,0.0,sw
40881,telat v,0.0,nl
40882,link0 next,0.0,cs
40888,itu kayaknya di minumin alkohol dulu wkwkwkw,0.0,sw
40890,ngajak nu t 7 h,0.0,sq
40892,km orang kota malang ??,0.0,tl
40893,dmn iye kang tempatna,0.0,tl
40894,jos mantappppp,0.0,fi
40896,borpacrguweluapni geogwkncybakzuebwkigdbaligrnkshvskcubzuwk hskalgdbjakdgbwk emoji_ogre emoji_ogre emoji_ogre emoji_ogre emoji_ogre emoji_ogre emoji_ogre emoji_ogre,0.0,hr
40898,bolanya ada 2 emoji_beaming_face_with_smiling_eyes emoji_beaming_face_with_smiling_eyes,0.0,so
40901,lokasinya dmna,0.0,sw
40902,link0 mantaavv bosss ku emoji_smiling_face_with_heart-eyes,0.0,fi
40903,gemmesin aja windi,0.0,af
40904,gemmesin aja windi,0.0,af
40908,kren gas mampir dong,0.0,lv
40911,ngacheng gw njir v,0.0,cy
40913,bang tu gunung aktif apa gunung non aktif ???,0.0,tl
40915,kg bisa,0.0,tl
40920,gede banget emoji_grinning_face_with_sweat,0.0,nl
40922,oke gw report,0.0,hr
40925,lagu rohani kristen,0.0,et
40928,oh my god emoji_face_savoring_food,0.0,cy
40930,video nya gk jls banget,0.0,hu
40932,boleh tuh bob nomor nya,0.0,sk
40935,sann san ehhh,0.0,tl
40941,mampir ya ka emoji_smiling_face_with_smiling_eyes emoji_bell,0.0,sw
40942,@ ke chanelku toh mas kehatiku emoji_rolling_on_the_floor_laughing,0.0,et
40944,gak ada faedah guys,0.0,so
40948,bagus video nyaa emoji_smiling_face_with_smiling_eyes,0.0,tl
40951,ykin psti udh d ewwwe,0.0,af
40953,lokasi mana,0.0,fi
40955,wkwkwkwkw wtf san wkwkwkw,0.0,sw
40956,aslina orang mana a boby ??? itu pas review motor r25 yg ganti kampas kopling leter z ???,0.0,tl
40958,bobby stuntreid,0.0,no
40959,kaya nya si cewe ada rasa ma tman lu bg,0.0,so
40961,jaga aurat oii,0.0,et
40963,kuli bangunana ini kayaknya?,0.0,sw
40966,oh nan man bak taengmoo,0.0,tl
40969,minta no wa teh windy,0.0,pl
40976,dimana lokasi na boss,0.0,hr
40977,boleh tau nggak apa nama ig nya mbak windy mas bobby,0.0,tl
40979,mantap bang,0.0,tl
40981,ancuk bah bila baani hahahaha,0.0,so
40985,mantap bang chanel nya,0.0,tl
40986,wtf san wkwkwk,0.0,sw
40998,ig neng bohay bang?,0.0,tl
41001,sani fokus amat,0.0,sw
41002,nyimak aa bobby,0.0,so
41004,nama ig windi apah,0.0,tl
41005,njir ka windi,0.0,sw
41008,bikin tegang nihhh,0.0,tl
41011,salam ti cikatomas bro,0.0,lv
41012,bang bikin vidio kawin,0.0,tl
41015,juara chanell amin,0.0,it
41016,bang bobby orang mana?,0.0,tl
41024,yg laki sangek,0.0,tl
41025,manta aaaaaaa p pppp wooooowwww,0.0,so
41030,boxing lah emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy,0.0,tl
41031,iki wong golek opo,0.0,pl
41033,sing lanang sangarrr,0.0,tl
41035,san nya sangek,0.0,tl
41036,9 7 jt anjirrr,0.0,sq
41041,waw itu susu yah,0.0,sw
41043,gak bosen nonton ojawaaaaa sama bobby,0.0,so
41045,unboxing windi bang emoji_face_with_tears_of_joy emoji_beaming_face_with_smiling_eyes,0.0,tl
41051,mantul guys,0.0,tl
41058,jos lur,0.0,lt
41068,gila eea emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_beaming_face_with_smiling_eyes emoji_face_with_tears_of_joy,0.0,it
41069,bang kwn abng tu tinggu abis tw hahha dlm minit bng njirr,0.0,tl
41070,siapa yg nonton pas bulan puasa v,0.0,tl
41074,mengingatkan mantan gw kaka ozawa kaga bisa diemm,0.0,tl
41077,huhh gue gagal pokus cuyy,0.0,tl
41078,orang lagi nyusul anak,0.0,tl
41087,video full d tumblr ya?,0.0,es
41088,mantap bg gunung nya,0.0,tl
41090,emg dg like bisa sehat?,0.0,tl
41093,emoji_squinting_face_with_tongue emoji_squinting_face_with_tongue emoji_squinting_face_with_tongue greget bnget bg ceweknya wow,0.0,nl
41097,gunungna naha melong kadieu??? wkwkwkwk,0.0,tl
41099,om bool om emoji_see-no-evil_monkey,0.0,no
41101,mana mukanya boby,0.0,sw
41103,gagal pokus,0.0,tl
41106,folow instagram follow emoji_right_arrow mention_user ateam follow emoji_right_arrow mention_user ateam follow emoji_right_arrow mention_user ateam follow emoji_right_arrow mention_user ateam follow emoji_right_arrow mention_user ateam follow emoji_right_arrow mention_user ateam follow emoji_right_arrow mention_user ateam follow emoji_right_arrow mention_user ateam follow emoji_right_arrow mention_user ateam follow emoji_right_arrow mention_user ateam follow emoji_right_arrow mention_user ateam follow emoji_right_arrow mention_user ateam follow emoji_right_arrow mention_user ateam follow emoji_right_arrow mention_user ateam follow emoji_right_arrow mention_user ateam follow emoji_right_arrow mention_user ateam,0.0,en
41108,huuu bohayy,0.0,so
41110,pasti fokus sm tt nya,0.0,hu
41112,just subbed please sub back,0.0,et
41118,abis tu wikwikwik,0.0,sw
41120,mampir channel gw dong,0.0,cy
41126,kaku ini,0.0,sw
41129,dosa jariyah,0.0,so
41137,ajr vidio ginian 48jt,0.0,lt
41147,@ bodo amattttt,0.0,it
41150,50 1000 auto focus emoji_face_with_tears_of_joy,0.0,ro
41154,keren nih spot ya buat bikin film action kaya crows zero,0.0,en
41157,auto wik,0.0,sw
41159,chanel yg tda berfaedahh,0.0,cy
41161,bang bikin konten skidipapap bang sama si windi,0.0,tl
41164,gila emoji_face_screaming_in_fear view nya,0.0,sw
41165,windy itu pacarnya kang boby?,0.0,tl
41170,back subs kak,0.0,tl
41175,ignya bang,0.0,tl
41176,cuci mata trus sma windy emoji_face_with_tears_of_joy,0.0,en
41179,kalo body oke lah,0.0,so
41184,ig cewe nya dong,0.0,tl
41187,adsense ada 8 wkwk,0.0,af
41189,bikin konten renang sama windy bang,0.0,tl
41193,gede njir,0.0,af
41194,mntp bner,0.0,no
41199,susune gedi rek,0.0,et
41202,ini chanel gk kaya dulu,0.0,sw
41204,aduhh galfok gw njirr,0.0,cy
41205,sangrat sangrattt,0.0,tl
41208,sabun mana sabun,0.0,tl
41212,hemat kuota,0.0,fi
41220,ig nya windi apa ya emoji_thinking_face ?,0.0,sw
41221,mnggo mmpir di channel saya emoji_folded_hands,0.0,it
41233,tunjukin la,0.0,fi
41234,ig cewe nya apa bg?,0.0,tl
41237,kaka main ff,0.0,sw
41240,gas ajakak,0.0,lv
41241,wow keren,0.0,af
41244,20 1,0.0,unknown
41261,burung ny bg boby teganggg emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing,0.0,tl
41265,46 jawaban nya,0.0,sw
41266,ikan hiu nabrak oba ba,0.0,tl
41269,mtk nya pasti 0,0.0,sw
41273,napakan dok bg,0.0,tl
41274,26 32 68 emoji_grinning_face_with_big_eyes emoji_thumbs_down,0.0,unknown
41276,kalian romantis bangat emoji_loudly_crying_face,0.0,tl
41277,hayo ngapain,0.0,tl
41280,kak 90,0.0,tl
41281,mau lihat,0.0,sw
41283,bang kenapa ga nge,0.0,tl
41285,bang nampakka susu,0.0,tl
41288,26 32 68?,0.0,unknown
41291,bang bikin video kaya gini nanti aku like emoji_face_with_tears_of_joy,0.0,tl
41296,ikutan bole nggak,0.0,tl
41298,iya lanjut aja kak,0.0,sw
41300,kak lihatin dong emoji_frowning_face emoji_frowning_face emoji_frowning_face,0.0,tl
41302,16 bang,0.0,tl
41304,gege kak,0.0,af
41305,kaka jangan ngumpet bongcobasekarang,0.0,tl
41309,kk 33 33 1 67 kk,0.0,no
41312,wow kalo dapalia anuhnya sensor,0.0,sw
41319,nama kamu,0.0,sw
41320,wau emoji_grinning_face_with_sweat emoji_grinning_face_with_sweat emoji_grinning_face_with_sweat,0.0,sw
41329,gak mantap,0.0,tl
41330,janji gak prot prot emoji_smirking_face,0.0,hr
41331,liatin dong bang,0.0,tl
41334,lihat dong mada lakilaki lihat,0.0,tl
41339,banng b,0.0,tl
41340,coba 200,0.0,es
41341,coba kalian ber 2 cilo,0.0,so
41344,engga folo kalo engga diliatin,0.0,tl
41346,vn ybyy,0.0,cy
41348,generasi zonk,0.0,nl
41352,coba lihat conto lagi d basuan ti buri ti samping,0.0,tl
41359,lihat kan dong bang cewek nya,0.0,tl
41361,ketar ketir,0.0,tr
41362,liatin dong,0.0,it
41364,anjir cok,0.0,hr
41365,udh enk itu,0.0,da
41367,smu oyrivlh,0.0,cs
41385,88 lo kk,0.0,so
41386,bang kenapa ga bagi liat,0.0,tl
41387,tunjuk je lah,0.0,sl
41395,sangat mantat,0.0,tl
41397,bang bobby yutuber tajer melintir emoji_thumbs_up_medium-light_skin_tone,0.0,no
41398,liatin la,0.0,it
41399,nggaba gus,0.0,tl
41401,zaki ba ba bi,0.0,tr
41404,gilak kalinya,0.0,tl
41406,10 52 20,0.0,unknown
41407,ayo lanjut aja,0.0,sw
41410,yakin iya yakin,0.0,sw
41422,33 33 1 67,0.0,unknown
41425,22 22x2 66,0.0,so
41428,gak manantang liyatin dong,0.0,tl
41429,kok gak,0.0,hu
41436,lanjut aja kak,0.0,fi
41438,qroi ln lf,0.0,fr
41442,lihatin lihatin aja kenapa,0.0,fi
41444,singketon susuneya,0.0,tl
41456,cewek nya cantik emoji_smiling_face_with_heart-eyes,0.0,tr
41458,no sensor la emoji_smirking_face emoji_smirking_face emoji_smirking_face,0.0,pt
41459,apa nama gadis itu bang,0.0,tl
41460,bagus sekali emoji_grinning_face emoji_grinning_face emoji_grinning_face sangat soswit emoji_grinning_face_with_sweat emoji_grinning_face_with_sweat,0.0,tl
41461,kak kenapa ngumpet yang cantik,0.0,tl
41465,hai sayang,0.0,tl
41469,uw bikin lagi,0.0,tl
41471,bang bikin lagi,0.0,tl
41472,bilang ni bos emoji_smiling_face_with_hearts emoji_smiling_face_with_hearts emoji_smiling_face_with_hearts emoji_smiling_face_with_heart-eyes emoji_smiling_face_with_heart-eyes emoji_smiling_face_with_heart-eyes emoji_smiling_face_with_heart-eyes emoji_smiling_face_with_sunglasses emoji_smiling_face_with_sunglasses emoji_smiling_face_with_sunglasses,0.0,tr
41475,gi jvkbub,0.0,sl
41476,bang liatin dong,0.0,tl
41477,kenapa nangis,0.0,tl
41480,tyuujjttftfd emoji_smirking_face emoji_party_popper emoji_face_blowing_a_kiss,0.0,sq
41483,maaf kan saya karna sudah non ton ini,0.0,so
41489,3k comments,0.0,fr
41491,nama nayla vdyo emoji_purple_heart emoji_purple_heart emoji_purple_heart,0.0,tl
41493,liatin dong kak,0.0,tl
41494,vnmisgh h,0.0,et
41495,liatin dong,0.0,it
41503,hai kak,0.0,sw
