Label,Label_Validator,Komentar_bersih,num_words,Threshold
0,0,mention_user emoji_high_voltage k60 mention_user ygy mention_user emoji_skull_and_crossbones mention_user nando emoji_skull mention_user std emoji_rocket mention_user matic com @ afif udin adine afif iki emoji_moai emoji_folded_hands,24,22.0
0,0,mention_user mention_user mention_user emoji_right_anger_bubble mention_user fi mention_user . gossgi mention_user @ emoji_high_voltage  mention_user f1 mention_user emoji_boxing_glove @ emoji_part_alternation_mark al mention_user naim mention_user 1 mention_user emoji_rocket mention_user emoji_victory_hand_light_skin_tone mention_user emoji_dizzy emoji_t-rex mention_user y=,32,22.0
0,0,lampu nya om lampunya emoji_light_bulb emoji_flashlight emoji_light_bulb emoji_flashlight emoji_light_bulb emoji_flashlight emoji_light_bulb emoji_light_bulb emoji_flashlight emoji_light_bulb emoji_light_bulb emoji_flashlight emoji_light_bulb emoji_flashlight emoji_light_bulb emoji_light_bulb emoji_light_bulb emoji_flashlight emoji_light_bulb emoji_light_bulb dibeli ayo,26,22.0
0,0,allah pernah berfirman laqat khalaqnal insana fi ahsani taqwim artinya sesungguhnya kami benar benar menciptakan manusia dalam bentuk sebaik baiknya qs at tin,23,22.0
0,0,awalnya aku mau ngebantu hujat buat tes mental dia dan dapat tf gratis tapi pas liat wajahnya mirip banget dng almh adikku yg syuhada saat tsunami emoji_crying_face kamu cantik,29,22.0
0,0,haha masuk ni doang di tf kagak percuma haha pasti dia jawab nya ga ada yg pedes hujatan nya emoji_face_with_tears_of_joy ngomong aja ga ada uang buat tf,27,22.0
0,0,dasar kamu beautiful pretty beauty effortless opulent unparalleled glamorous magnificent bewitching immaculate spectacular exotic bewitching radiating coveted commanding unrivaled supreme unassallable unmatched resplendent enthralling spellbinding enigmatic distinguished unfading irresistible striking vivacious regal impressive majestic ethereal unforgettable incomparable breathtaking sumptuous elegant resplendent radiant alluring enchanting ethereal elegant gorgeous graceful unrivaled graceful mesmerizing impeccable charming ravishing sophisticated bewitching authentic exceptional sophisticated sublime opulent gorgeous awe inspiring awesome statuesque exquisite alluring prettiest dazzling effortless cutest perfect princess supreme cantik imut lucu ayu geulis pretty gorgeous beautiful jamiylamention_user bellissimo mei shii beau krasivyi sundrm suhr,91,22.0
0,0,assalamualaikum wr wb saya mau klarifikasi atas komentar sya di atas tdi hujat sya bca hibu sekian terima kasih maaf assalamualaikum wr wb,23,22.0
0,0,ehh hallo kak maaf baru lihat vt ini tadi habis tadarusan hehe tadi juga habis cuci piring cuci baju nyapu pel rumah membersihkan kandang kucing membersihkan ac memasak rendang sup iga dan juga saya bisa memasak cemilan seperti berger kebab kentang special nasi goreng seperti yang orang jual tapi saya biasanya makan makanan yangs sehat seperti sayuran buah buahan dan saya juga pagi olahraga sarapan pagi saya telur rebus saya bangun jam setengah 3 saya tahajud dan saya lanjut membaca alqur an hingga subuh dan saya lanjut sholat subuh dan saya lanjut mandi dan beberes kamar setelah itu saya olahraga lari sampai jam 8 saya lanjut gym sampai jam 9 saya pulang kerumah lanjut membereskan rumah dan saya juga tidak jarang meluangkan waktu untuk ngumpul bersama keluarga membahas apa saja yang terjadi hari ini dan saya juga tidak jarang membantu tetangga saya memasak dan membereskan rumahnya bahkan mengasuh toddlernya,149,22.0
0,0,assalamualaikum wr wb saya mau klarifikasi atas komentar sya di atas tdi sya ngatuk jd hujat sya bca hibur sekian terima kasih maaf assalamualaikum wr wb,26,22.0
0,0,ehh hallo kak maaf baru lihat vt ini tadi habis tadarusan hehe tadi juga habis cuci piring cuci baju nyapu pel rumah membersihkan kandang kucing membersihkan ac memasak rendang sup iga dan juga saya bisa memasak cemilan seperti berger kebab kentang special nasi goreng seperti yang orang jual tapi saya biasanya makan makanan yangs sehat seperti sayuran buah buahan dan saya juga pagi olahraga sarapan pagi saya telur rebus saya bangun jam setengah 3 saya tahajud dan saya lanjut membaca alqur an hingga subuh dan saya lanjut sholat subuh dan saya lanjut mandi dan beberes kamar setelah itu saya olahraga lari sampai jam 8 saya lanjut gym sampai jam 9 saya pulang kerumah lanjut membereskan rumah dan saya juga tidak jarang meluangkan waktu untuk ngumpul bersama keluarga membahas apa saja yang terjadi hari ini dan saya juga tidak jarang membantu tetangga saya memasak dan membereskan rumahnya bahkan mengasuh toddlernya assalamualaikum aa maaf baru lihat vt ini tadi habis tadarusan hehe tadi juga habis cuci piring cuci baju nyapu pel rumah membersihkan kandang kucing membersihkan ac memasak rendang sup iga dan juga saya bisa memasak cemilan seperti berger kebab kentang special nasi goreng rajin kentang goreng tepun,196,22.0
0,0,assalamualaikum wr wb disini saya mau klarifikasi atas komenan saya yang di atas saya tidak bermaksud apa apa terimakasih wassalamu alaikum wr wb,23,22.0
0,0,gbisa ngehujat bisanya nge gombal btw godaan harus digodain haii ganteng emoji_face_with_hand_over_mouth emoji_face_with_hand_over_mouth maap alay soalnya kalo ke kmu alayfyu emoji_face_with_hand_over_mouth emoji_face_with_rolling_eyes njirr lah emoji_loudly_crying_face emoji_face_blowing_a_kiss,26,22.0
0,0,sumpah gue komen di atas lu jadi saksi bisu yaa sebenernya gue ga tega dan ga enakan tp gue lagi butuh duid emoji_pleading_face aku jga followers dia wkwk,28,22.0
0,0,aduhhh emoji_broken_heart emoji_broken_heart emoji_broken_heart emoji_broken_heart emoji_broken_heart emoji_broken_heart emoji_broken_heart emoji_broken_heart emoji_broken_heart emoji_broken_heart emoji_broken_heart emoji_broken_heart emoji_broken_heart emoji_broken_heart emoji_broken_heart emoji_broken_heart emoji_broken_heart emoji_broken_heart emoji_broken_heart emoji_broken_heart emoji_broken_heart emoji_broken_heart emoji_broken_heart,24,22.0
0,0,serius amat buat seru seruan doang klo ga mau di ksrin jgn buat vt kegini skrg playing victim emoji_cat_with_tears_of_joy jls kok dia minta,23,22.0
0,0,pdhl dikomen lain gw ada bilang gaperlu menang gaperlu di tf krn komen seru2 an aja ky yg laen gitu dia kaga bisa baca komen2 gw berikutnya yaelah,28,22.0
0,0,hujat demi uang ciptaan nya bukan buatan manusia loh dari allah kalo kalian hujat hujat sama aja gasi dengan kalian ngejek ngejek buatan allah,24,22.0
0,0,kak emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy down gak mentalnya emoji_loudly_crying_face emoji_smiling_face_with_hearts,26,22.0
0,0,lah kan itu dia cuma jks doang lagi an si putri ngetik hujat aku dong gaada yg slh lagian kaka nya jg mnta maaf,24,22.0
0,0,lah kan itu dia cuma jks doang lagi an si putri ngetik hujat aku dong gaada yg slh lagian kaka nya jg mnta maaf,24,22.0
0,0,orang itu akan muncul orang tua saya tidak ingat bahwa oleh ini di opera mobile phone oleh oleh haji di madinah untuk melakukan sesuatu tanpa polesan,26,22.0
0,0,gw tau ko ka cuman gw takut aja jir soalnya waktu gw komen gitu ada yang nyumpahin emoji_loudly_crying_face makanya dari 2023 ampe 2025 gw masih kepikiran emoji_loudly_crying_face,27,22.0
0,0,yaallah aku ngakak sama komen kakanya yaallah bukan sama kaka yang ada di video yaallah emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face pliss takut salah faham,23,22.0
0,0,ak pun heran emoji_loudly_crying_face emoji_loudly_crying_face padahal ad jurusan lain byak yg menjamin ap lagi dia orang punya kan emoji_pleading_face tapi mungkin ini impian dia,24,22.0
0,0,dia sebernarnya prnh buat vd cm mna erk nk ckp ala mcm dia kata allergic cowo dompet kosong cmtu tah la x igt ayat dia yg penting ada ayt dompet kosg,31,22.0
0,0,ade dalam cerita cerita apa tak ingat laa orng kilang aku ade tanya camni kita kalau makan pisang panas jadi apa hihang hoheng hanas hanas,25,22.0
0,0,itu ngga gagal kok kak gunanya oprasi bibir sumbing itu untuk memperbaiki aja ngga sepenuhnya jadi sempurna tp operasi seperti itu sdh cukup membantu katanya begitu aku punya pacar seperti ini emoji_smiling_face_with_smiling_eyes emoji_folded_hands,33,22.0
0,0,itu udha berhasil kak coba di ss liat perbedaan kecil dan udh besar nya atau kk liat vt ttg perbedaan sbelum dan sesudah di op itu seperti apa,28,22.0
0,0,mahluk ciptaan allah yang paling sempurna itu manusia manusia yang paling sempurna itu nabi muhammad dan mahluk yang paling sempurna itu allah swt,23,22.0
0,0,iya kak memang ciptaan allah yg paling sempurna memang manusia karna memiliki otak nafsu dan pikiran sedang kan hewan tidak memiliki pikiran tp bukan berarti manusia itu sempurna karna setiap manusi,31,22.0
0,0,tapi dalam kesempurnaan manusia ternyata allah tidak menciptakan semua manusia di dunia ini dengan sangat sempurna setiap manusia memiliki kekurangan dan kelebihan masing masing dan allah telah,27,22.0
0,0,mention_user make me strong manusia diciptakan oleh allah swt sebagai makhluk paling sempurna dari makhluk lainnya hal ini sesuai dengan firman allah dalam qs at tin ayat 4,28,22.0
0,0,kka ga ush dengerin ap kta org lain ya percaya diri aja kka udhh cntii pkee bangett lgii hhii smngt trs yaa kka emoji_smiling_face emoji_white_heart,25,22.0
0,0,lahh kenapaa kan dia gk mau sama yang dompetnya tipis jadi kita kaum yang dompet tipis isi black card hina balik nda papa lah yaaa emoji_pleading_face,26,22.0
0,0,katanya sedang melihat komen org org yang sempurna giliran di komen makasi jawabannya didunia ini gaada manusia yang sempurna emoji_face_with_tears_of_joy anw jk anjr,23,22.0
0,0,seperti perbaikan langit2 terapi wicara dll jadi bagi yang ada keluarga atau famili yg memiliki kelainan cacat lahir di wajah mulut jangan takut,23,22.0
0,0,cari info2 aja keponakan aku gratis 100 dari yayasan gitu malah pulangnya d kasih amolop dan pampers tempat operasinya jg comfy bgt untuk keluarga d sediakan tempat tinggal,28,22.0
0,0,bener kaa anak pertama aku bibir sumbing di saranin dokter usia 3bln op bibir 9bln langit langit 8th gusi setelah itu bisa op kecantikan,24,22.0
0,0,anak aku op ga semua baru op bibir di usia 4bln itupun di cover bpjs mau lanjut op langit langit di usia 11bln tapi allah berkehendak lain saat anak aku usia 10bln allah lebih sayang anak aku,37,22.0
0,0,iya betul pernah lewat fyp bayi nya sumbing dan operasi pas usia berapa bulan gitu dan pas toddler nya gak keliatan bekas sumbingnya,23,22.0
0,0,hak seorang perempuan siapa je nak hidup susah mak bapak dia jaga dengan baik makan cukup tak layak ke dia nak yg kaya mahupun senang,25,22.0
0,0,sblm reply comment org tu en gi cari tau dlu knp dia comment cmtu ko scroll tiktok pp ni puas ii sampai ko tau sendiri knp org kecam pp ni,30,22.0
0,0,keren ini dia ga patah smgt karna fisik a dan sukses waktu dewasa aku walau fisik sempurna malah sampe skrg blm beruntung dlm pkerjaan emoji_relieved_face,25,22.0
0,0,dia sebernarnya prnh buat vd cm mna erk nk ckp ala mcm dia kata allergic cowo dompet kosong cmtu tah la x igt ayat dia yg penting ada ayt dompet kosg,31,22.0
0,0,"mention_user epep ml , lqd khlq llh lbshr fy'hsnl'hwl sesungguh kami telah menciptakan manusia dalam bentuk sebaik baik nya qs at tin ayat 4",24,22.0
0,0,banyak nya org sempurna emoji_melting_face tapi jangan lh nk hina ciptaan tuhan alergi dompet tipis tu ko nk ke dia tk kan emoji_upside-down_face,23,22.0
0,0,"itu tuh biasa nya orang tua kita pas kita kecil sakit mau ke dokter biasanya sblm pergi disuruh pake jaket kaya ""kak itu pake jaketnya kita kedokter"" kaya gt biasanya",30,22.0
0,0,haii gaiss makasii yaaaa komenannya udh bikin aku overthinking gapapa aku maklumin kok cwe ku emg se cakep itu jd worth it buat disukain orang banyak aku ga marah kok aman aja emoji_white_heart,33,22.0
0,0,smpah demi allah gada bermaksud apapun saya jey meminta maaf sedalam dalamnya untuk yang bersangkutan lagian dia yang nyruh jadi minta maaf ya emoji_folded_hands,24,22.0
0,0,assalamualaikum wr wb disini saya mau klarifikasi atas komenan saya yang di atas saya tidak bermaksud apa apa terimakasih wassalamu alaikum wr wb emoji_folded_hands_light_skin_tone,24,22.0
0,0,ujian kuatin mental kk ngata ngatain orng aja di x nnti jg di hujat kaya aku smpe gk buka x seminggu karena komen marah,24,22.0
0,0,mirip lalapan kamboja yak mention_user mention_user galagher mention_user gobak mention_user mention_user mention_user belajar mm mention_user mention_user mention_user mention_user mention_user mention_user mention_user mention_user 89 mention_user32961012812 mention_user,25,22.0
0,0,alah dri kemarin fyp kata kata begini mulu tapi sampe skrg ga ada tuh pengunguman yg menang siapa ga ada di tf tf juga kalo miskin mah miskin aja ga ush sok sok bilang di tf yg menang biar rame akun nya,42,22.0
0,0,iya lgi bang emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy emoji_hear-no-evil_monkey emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy emoji_hear-no-evil_monkey emoji_hear-no-evil_monkey emoji_hear-no-evil_monkey emoji_hear-no-evil_monkey emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy emoji_cat_with_tears_of_joy kna mental g,51,22.0
0,0,itu mah kk gk sakit hati soalnya kk sendiri yang mintah di hujat coba aja deh kk di hujat tanpa bersalah pasti gk enak emoji_grinning_squinting_face,25,22.0
0,0,mention_user nandaaaa emoji_weary_face mention_user mention_user mention_user faturyinata mention_user mention_user s mp-- emoji_cockroach mention_user nocure emoji_clipperton_island emoji_crocodile ngehina cwe demi uang not my style emoji_zany_face,24,22.0
0,0,mention_user nandaaaa emoji_weary_face mention_user mention_user mention_user faturyinata mention_user mention_user s mp-- emoji_cockroach mention_user nocure emoji_clipperton_island emoji_crocodile ngehina cwe demi uang not my style emoji_zany_face,24,22.0
0,0,mention_user emoji_ringed_planet mention_user nandaaaa emoji_weary_face mention_user mention_user mention_user faturyinata mention_user mention_user s mp-- emoji_cockroach mention_user nocure emoji_clipperton_island emoji_crocodile ngehina cwe demi uang not my style emoji_zany_face,26,22.0
0,0,mention_user nandaaaa emoji_weary_face mention_user mention_user mention_user faturyinata mention_user mention_user s mp-- emoji_cockroach mention_user nocure emoji_clipperton_island emoji_crocodile ngehina cwe demi uang not my style emoji_zany_face,24,22.0
0,0,mention_user nandaaaa emoji_weary_face mention_user mention_user mention_user faturyinata mention_user mention_user s mp-- emoji_cockroach mention_user nocure emoji_clipperton_island emoji_crocodile ngehina cwe demi uang not my style emoji_zany_face,24,22.0
0,0,mention_user nocure emoji_clipperton_island emoji_crocodile ngehina cwe demi uang not my style emoji_zany_face mention_user nocure emoji_clipperton_island emoji_crocodile ngehina cwe demi uang not my style emoji_zany_face mention_user nocure emoji_clipperton_island emoji_crocodile ngehina cwe demi uang not my style emoji_zany_face,36,22.0
0,0,mention_user x tun  mention_user nael mention_user mention_user brzzz mention_user mention_b forr bintang emoji_star mention_user mention_user emoji_comet mention_user mention_user mention_user mau komen takut disalin emoji_cat_with_tears_of_joy,24,22.0
0,0,mention_user x tun  mention_user nael mention_user mention_user brzzz mention_user mention_b forr bintang emoji_star mention_user mention_user emoji_comet mention_user mention_user mention_user mau komen takut disalin emoji_cat_with_tears_of_joy,24,22.0
0,0,mention_user emoji_cyclone mention_user nael mention_user mention_user brzzz mention_user mention_b forr bintang emoji_star mention_user mention_user emoji_comet mention_user mention_user mention_user mau komen takut disalin emoji_cat_with_tears_of_joy,23,22.0
0,0,mention_user 1 yana mention_user emoji_cyclone mention_user nael mention_user mention_user brzzz mention_user mention_b forr bintang emoji_star mention_user mention_user emoji_comet mention_user mention_user mention_user mau komen takut disalin emoji_cat_with_tears_of_joy,26,22.0
0,0,jadi gini kak menurut saya ini menurut saya lho gak tau kalo menurut orang lain karena orng lain tidak sama dengan saya jadi ini menurut saya aja bukan menurut orang lain karena ini asli dari pemikiran saya aja ya jadi pemikiran saya tidak sama dengan pemikiran orang lain kalo pemikiran saya sama dengan orang lain berarti orang lain berfikir sama dengan saya ya kan jadi ya gitu lah bahwa fikiran saya tidak sama dengan orng lain apa yang orang lain fikirkan belum tentu sama dengan saya jangan di samakan ya saya berfikir begini belum tentu sama dengan orang lain ya iyalah ini kan menurut saya bukan menurut orang lain harus di garis bawahi bahwa ini cuma pemikiran saya sendiri karena menurut saya tidak ada yang perlu saya sampaikan jadi menurut saya saya akhiri pembahasan ini itu aja si menurut saya,140,22.0
0,0,hujat aduh bisa ga ya coba ya kak gwen al baqarah ayat 18 deh kak maaf sekali lagi kalo ini nyakitin kan kak gwen sendiri yang minta emoji_smiling_face,28,22.0
0,0,keliatan yohan udah bosen sama uen terutama dari sikap lantaran malas mengakhiri aja dan ikuti alur karena ketolong cantik juga palingan gak lama lagi juga udahan masih nunggu momen aja,30,22.0
0,0,1 kau lagi baring 2 kau scroll komen 3 kau jumpa komen aku 4 kau baca dalam hati 5 terus like komen aku,23,22.0
0,0,ambil satu emoji_pizza emoji_pizza emoji_pizza emoji_pizza emoji_pizza emoji_pizza emoji_pizza emoji_pizza emoji_pizza emoji_pizza emoji_pizza emoji_pizza emoji_pizza emoji_pizza emoji_pizza emoji_pizza emoji_pizza emoji_pizza emoji_pizza tapi harus bayar dengan like,26,22.0
0,0,gaes aku dah lama hiatus nonton bl krna trauma sm lovebychance ada saran ga buat mulai nonton yg mana yg seru gtu hehe,23,22.0
0,0,@ emoji_bug mention_user heesueng gg' emoji_deer mention_user s saqsaq emoji_woman_singer_light_skin_tone @-- emoji_b_button_(blood_type) iqlissh @--hillaaa emoji_bubbles emoji_mirror_ball mention_user 0 ofishh emoji_coral -- @-- awaaaa emoji_tornado,24,22.0
0,0,ksh ga terbukti wleeee emoji_winking_face_with_tongue tu garosero bilang dia ga bilang klo fto yg dispill th 2015 emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing kasian pada diprank om gosong,24,22.0
0,0,bukti dari mane emoji_winking_face_with_tongue makin kesini makin terkuak ko klo fto yg dispill sae ron udah dewasa sampe garosero pun bilang klo dia ga bilang fto itu diambil ditahun 2015 yg bilang netizen bukan dia emoji_rolling_on_the_floor_laughing,36,22.0
0,0,kacamata yg fotonya kesebar itu ternyata hadiah dr fans china wktu thn 2013 dan foto sm saeron ini diambil di tahun 2015 saeron masih dibawah umur terserah kalo kamu ttp denial,31,22.0
0,0,ya terus kacamata dari 2013 ga boleh kah dipake pada tahun 2019 asal belum rusak ya wajar aja lah dipake emoji_rolling_on_the_floor_laughing jangan berpatokan sama ksh muka dia emang imut terus tapi liat saeronnya udah dewasa dia emoji_rolling_on_the_floor_laughing,37,22.0
0,0,ini bukan soal denial tapi kita harus liat dari 2 sisi biar sdm nya ga jongkok terus masa iya anak dibawah umur udah tinggal di apartemen sendiri logikanya dipake dong emoji_face_with_tears_of_joy,31,22.0
0,0,lah saeron pernah diapart soohyun juga buka dong buktinya ngga ada tuh bilang saeron tinggal sendiri kalo lihat dari 2 sisi kenapa kamu ngga lihat dari sisi saeron juga yang masih minor emoji_rolling_on_the_floor_laughing,33,22.0
0,0,foto yang soohyun pake kacamata yang hampir ciuman bukan yg pake cangcut ada juga foto yang soohyun pake jaket merah itu depan apart soohyun,24,22.0
0,0,sok tau sumpah lu ga denger pernyataan garosero baru2 ini dia aja ga bilang klo itu ksh ga ada yg bisa memastikan itu ksh itu bukan diapart ksh juga dan jaketnya juga beda sama punya ksh emoji_rolling_on_the_floor_laughing,37,22.0
0,0,sasaeng aja pas post fto itu dlu ga ada yg bilang klo itu ksh emoji_rolling_on_the_floor_laughing netizen aja yg selalu bermodal cocokologi semua dikait 2 kan emoji_face_with_tears_of_joy,26,22.0
0,0,yg pake kacamata itu jelas ksh orang dia madep depan selcanya cnets juga pake tim khusus buat buktiin itu foto asli dan fotonya dari thn berapa lah kamu tau darimana itu bukan ksh dichat ksh ka,36,22.0
0,0,lu bahas yg mana si fto yg didepan lift yg dispill sasaeng atau yg pake kacamata klo kacamata itu tahun 2019 dari jaket semua udah ter spill klo itu rilis ditahun 2019 klo kacamata iya dari fans,37,22.0
0,0,lah kan gue udah bilang mau kaca mata dikasih dari 2013 pun emang salah klo dipake pas 2019 asal belum rusak emoji_rolling_on_the_floor_laughing yg jadi bukti kan jaket rilis nya th brpa cari tau makanya biar pinter ga blunder emoji_face_with_tears_of_joy,39,22.0
0,0,ka itu fotonya udah dianalisis dan fotonya thn 2016 kalo yang pake cangcut emang emang 2019 buka deh link komen aku dibaca biar ngerti kayaknya kamu yg ngga bisa baca,30,22.0
0,0,emoji_pensive_face emoji_pensive_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face bengek lagi guaaa baca komennya lgi emoji_pensive_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_pensive_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face,29,22.0
0,0,1 kau lagi baring emoji_moai 2 kau scroll komen emoji_moai 3 kau jumpa komen aku emoji_moai 4 kau baca dalam hati emoji_moai 5 terus like komen aku emoji_moai,28,22.0
0,0,gamau hujat ahh mau nyemangatin biar kakanya semangatt buat diet karena badan bagus dan sehat itu buat diri sendiri bukan buat orng lain ka sekali lagi semangattt emoji_white_heart emoji_white_heart,29,22.0
0,0,aaa jan gt ka aku jadi maluuu emoji_loudly_crying_face karena bagi aku sesama perempuan kita harus saling support selagi itu benar emoji_white_heart emoji_white_heart emoji_white_heart emoji_cherry_blossom emoji_cherry_blossom,25,22.0
0,0,ya kan cara org biar termotivasi beda2 bray ngehujat itu salah satu cara biar dia paham mana maksud sebenarnya self love seringkali org obes suka menyalahkan gunakan self love,29,22.0
0,0,iya itu mah terserah klau org mau ngehujat biar dia sadar tapi kalau aku pribadi gamau ngehujat orng karena motivasi orng bisa dengan cara lain kan nyemangatin atau kirim video yg bisa dia sadar emoji_folded_hands_light_skin_tone,35,22.0
0,0,lah pada kenapa si wkwk ya terserah kalian mau hujat kakanya ya bebas ajaa si emoji_loudly_crying_face emoji_loudly_crying_face masa aku gamau dipaksa ngehujat anehh,23,22.0
0,0,lagian yg ga mau hujat bukan aku doang kok cek jg komenan yg lain ada yg gamau hujat aku orngnya ga enakan gamau bikin sakit hati emoji_folded_hands_light_skin_tone,27,22.0
0,0,thankyouu ka udah belain wkwk udahh guys jangan ribut yaa wlaupun konten kakanya minta hujat tapi ya aku gamau dan ga ada salahya aku semangatin kakanya karena sesama perempuan emoji_white_heart emoji_folded_hands_light_skin_tone,31,22.0
0,0,iya bener itu resee bgtt ya biarin aja ka keliatan bgt itu orng seneng hujat masa gaboleh nyemangatin walaupun konten kakanya minta hujat lagian gada larangan gaboleh komen baik dikontenn ini emoji_white_heart emoji_folded_hands_light_skin_tone,33,22.0
0,0,gk kwat ya allah emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face emoji_loudly_crying_face,23,22.0
0,0,jngan gitu kak di dunia ini tidak ada yg sempurna ingat itu kak gamau hujat ahh mau nyemangatin biar kakanya semangatt buat diet karena badan bagus dan sehat itu buat diri sendiri bukan buat orng lain ka sekali lagi semangatt,40,22.0
0,0,pls kl dh diet badan km bukan sehat aja tp cantik dan cantik itu pilar utama kita sebagai wanita gas mulai pelan pelan dientnya aku alumni 100kilo ke 65 emoji_smiling_face_with_hearts,30,22.0
0,0,ive been through a lot types of diet saranku kalo masih overweight itu defkal olahraga tipis kl uda krliatan turun gas coba diet if olahraga dijamin deh emoji_hundred_points,28,22.0
0,0,aaa thankyouu kaakk jujur bingung mulai dr mana emoji_disappointed_face emoji_disappointed_face emoji_disappointed_face pernah diet sederhana aja dan emg turun cmn malah ga diterusin karna ngerasanga ga works emoji_pensive_face,27,22.0
0,0,diet itu kuncinya dinikmatin aja awal awal emg berat rasanya tp kl dijalanin 3 4 bulan udah konsisten pasti ada hasilnya kok syg walaupun sedikit,25,22.0
0,0,kak semangat aku gamau menghujat aku turun 5 kg dalam sebulan dengan cara jalan kaki tiap hariii trus pelan pelan mulai ubah pola makan jadi lebih sehat makan sayur tp ttp makan nasi dll yuk bisa yuk kak emoji_smiling_face_with_heart-eyes,39,22.0
0,0,truee kakak ku skrg kemana2 lebih milih jalan kaki padahal dia masih suka makan pas malem tp tetep kurus emoji_face_holding_back_tears intinya harus banyak gerak dan ga mesti olahraga berat,29,22.0
0,0,intinya jangan self love aja kak terus faktor lingkungan juga aku dulu waktu sma kelas 10 11 aku self love ga kerasa sampe berat 100kg nah pas kelas aku mulai ngedengerin orang orang buat diet nah,36,22.0
0,0,pertengahan kelas 12 aku mulai diet alhamdulillah aku turun 20 kg selama pertengahan kelas 12 itu selama 3bln dan yaps orang orang sekitar pada kaget terus kenapa aku diet karna nyari baju susah juga,34,22.0
0,0,"""hujatan itu kadang bikin sakit hati dan malah down kamu layak dapet support bukan dihina semangat dietnya ya nikmati prosesnya jangan buru buru badan sehat dan percaya diri itu lebih penting daripada kata orang aku dukung niat baikmu emoji_flexed_biceps emoji_sparkles",40,22.0
0,0,assalamualaikum wr wb disini saya bertanggung jawab atas komenan saya jika menyinggung atau menyakiti perasaan seseorang saya ingin klarifikasi bahwa ini hanya candaan jangan dibawa terlalu serius terimakasih wassalamu alaikum wr wb emoji_folded_hands,33,22.0
0,0,gk bakal hina fisik krena emang cantik tp sbg orang late 20s mau 30 bru kerasa kak cek darah deh medical check up potensi penyakitnya lbh bnyak koles gout jantung pcos dll kerasanya nnti,34,22.0
0,0,self love yg salah itu dg makan junk food ga jaga pola makan ga jaga pola tidur gamau olahraga dll kalo inimah selfish bukan selflove,25,22.0
0,0,kalo saya ganunggi motivasi dulu buat diet karna emg menurut saya kurus itu lebih cakep tapi bukan yg kurus kerempeng sisa kulit sama tulang,24,22.0
