slang,baku,index
waaw,wow,22231
plisc,please,22232
ngomkng,ngomong,22234
merintah,memerintah,22236
etamah,memang,22237
duuuhhh,duh,22238
bu9il,bugil,22239
amaze,menakjubkan,22240
laparrrr,lapar,22241
maen,main,22242
queenn,ratu,22243
win,menang,22245
biasain,biasakan,22246
pasilitas,fasilitas,22247
klao,kalau,22248
assalam,assalamualaikum,22249
oise,oi,22250
fkus,fokus,22251
bergama,beragama,22252
sekua,sekuat,22253
sumpe,sumpah,22255
menunjukan,menunjukkan,22256
pengen,ingin,22257
prnah,pernah,22258
watsap,whatsapp,22259
menyenangkn,menyenangkan,22260
njrrr,anjing,22261
salahb,salah,22262
lllll,lima,22263
boys,anak laki-laki,22264
boxefff,box,22267
dengerin,mendengarkan,22268
syumbhieng,sumbing,22269
kacaw,kacau,22271
hayuk,ayo,22272
bnerrr,benar,22273
njiirrrrr,anjing,22274
hehhhhh,he,22275
perdetik,per detik,22276
hahahahahahahhahahahahaha,hahaha,22277
due,dua,22278
other,lain,22279
setenang,tenang,22280
dijadiin,dijadikan,22281
hujatannya,hujatan,22282
sechaos,chaos,22283
mringis,menangis,22284
remacht,rematch,22285
gambarannya,gambar,22286
udahlah,sudahlah,22287
ngebosenin,membosankan,22289
uuumaaaaacch,ummm,22290
inthebuilding,di dalam gedung,22292
ngertikan,mengertikan,22293
annal,anal,22294
cnti,sintai,22295
resee,lihat kembali,22296
mualaikum,assalamualaikum,22297
kmnangan,kemenangan,22298
minyake,minyak,22299
tagg,tag,22300
lihatan,lihat,22301
otoy,otak,22302
mpik,memek,22303
pertamakali,pertama kali,22304
masibelum,masih belum,22305
ihhhhh,ih,22306
katingalen,ketinggalan,22307
polaeh,perilaku,22308
blackxy,hitam,22309
huuuuuuu,hu,22310
umnu967cddktmsw9uw,umum,22311
cuaakks,cuak,22312
praketekin,praktek,22313
exlusiv,eksklusif,22314
stunriider,stun rider,22315
bajunua,baju,22316
padih,padi,22319
semangta,semangat,22322
tembong2,tembung,22324
tepatin,tepatkan,22327
tebell,tebal,22328
godzila,Godzilla,22329
disuatu,di suatu,22332
kmpng,kampung,22333
bgi,bagi,22334
ajjahh,aja,22335
trllu,terlalu,22336
momentod,momen,22339
telaaaat,terlambat,22340
ulteramen,ultimatum,22341
effort,usaha,22342
lakik,laki-laki,22344
nekmati,nikmati,22345
sekrol,scroll,22347
guyssss,guys,22350
apalag,apalagi,22351
klurga,keluarga,22352
tarkpor,terkait,22353
mantapppp,mantap,22354
kekgitulagi,kek gitu lagi,22357
grock,grok,22360
anjimm,anjing,22363
babyyyyy,baby,22368
jaawaa,jawara,22369
butoi,butuh,22370
apatuu,apa itu,22372
subskrep,subscribe,22373
atleast,setidaknya,22374
mendri,mandiri,22375
hahaaaa,haha,22376
sukses2,sukses,22377
bayklin,bayar,22379
njogo,menjaga,22380
septiani,Septiani,22381
mndadak,mendadak,22383
mnghbiskn,menghabiskan,22385
teppeer,teper,22386
slamanya,selamanya,22388
orsng,orang,22390
efef,efek,22392
leave,tinggalkan,22393
sendangkt,sendang,22394
anjasss,anjing,22395
menggrepe,menggenggam,22396
vervbal,verbal,22398
kerjany,kerjanya,22401
palembanh,Palembang,22402
seyumnya,senyumnya,22405
nyuruhh,nyuruh,22406
bossku,bosku,22407
gasabaran,kesabaran,22408
takuttttt,takut,22409
ian,Ian,22410
tuek,tuk,22413
pudding,puding,22414
diapun,dia pun,22415
twh,tuh,22416
cerdas2,cerdas-cerdas,22417
piye,bagaimana,22419
awoakowkw,awok-awok,22422
mems,meme,22423
udalah,sudah lah,22424
gmpangnya,gampangnya,22426
negenttoooooooo,ngentot,22427
bnrrr,benar,22428
aw,ah,22429
igat,ingat,22430
eaa,ea,22431
toooooo,too,22432
alluring,menawan,22433
ragebait,bait kemarahan,22436
hahahahhahhah,hahaha,22437
3kali,tiga kali,22438
mumekkkkk,mumet,22439
slamat,selamat,22443
toloooongg,tolong,22445
sengguh,sungguh,22446
teracurate,terakurat,22449
kalik,kali,22450
ditakedown,diturunkan,22452
dikuatirkan,dikhawatirkan,22453
going,pergi,22455
guede,gede,22456
sempel,contoh,22457
tampol,tampar,22459
selesaiin,selesaikan,22463
pcar,pacar,22465
gemgua,gempa,22466
diakhirat,di akhirat,22467
yaelahh,yaelah,22468
kouta,kuota,22469
allaahhhh,Allah,22470
only,hanya,22471
where,di mana,22472
terkhusunya,terkhususnya,22473
s1,S1,22475
gotham,Gotham,22477
vitur,fitur,22484
inii,ini,22485
teross,terus,22486
allahnya,Allahnya,22498
brsukur,bersyukur,22500
lelki,lelaki,22501
terooss,terus,22502
mhx,makasih,22503
stlye,style,22504
bgai,bagaimana,22508
provider,penyedia,22509
kebegoan,kebodohan,22511
nhaa,nah,22512
pertanyaaan,pertanyaan,22513
tcium,cium,22515
hell,neraka,22516
mkz,makasih,22518
tangane,tangannya,22519
natt,nat,22520
nyeksi,menarik,22521
warning,peringatan,22525
breast,payudara,22526
uneducated,tidak terdidik,22528
luck,keberuntungan,22529
kentu,ngentot,22530
ngasih,memberi,22531
masupin,memasukkan,22532
haahhahaha,hahaha,22533
lho,loh,22534
diataas,di atas,22535
gundorowo,gundarowo,22536
pollllll,pol,22537
mlihat,melihat,22538
liane,lain,22539
properly,dengan baik,22540
dsuntik,disuntik,22541
hotelny,hotel,22542
ttapi,tetapi,22545
agricultural,pertanian,22546
pennjelasanya,penjelasannya,22548
penangannnya,penanganannya,22549
mamamu,ibumu,22550
lgiii,lagi,22553
bicit,bacot,22554
jawaaaaaaa,jawab,22555
bocoh,bocah,22556
yeu,ya,22557
prn,pernah,22559
nuuraa,nura,22561
christians,kristen,22563
durung,belum,22565
ahiri,akhiri,22566
pamerr,pamer,22568
perkhawinan,pernikahan,22569
puter2,putar-putar,22570
takutnye,takutnya,22571
pakee,pakai,22572
kerrreeeen,keren,22574
wuda,udah,22575
pakerudung,pakai kerudung,22579
ciledug,Ciledug,22582
sea,laut,22585
ngedangdut,dangdut,22586
luga,lupa,22587
kwkwkkwk,kwkwkwk,22588
withdraw,penarikan,22589
roby,Roby,22590
sucii,suci,22591
nyembuhin,menyembuhkan,22593
syami,sami,22594
thithik,titik,22595
maljumnya,malamnya,22596
gandoss,gandos,22597
kameranen,kamera,22598
tanpil,tampil,22599
mbakku,membakku,22601
nyoroh,menyuruh,22602
sakitin,menyakitkan,22603
mbedakno,membedakan,22604
negaraa,negara,22606
keasikan,kesenangan,22607
bangunana,bangunan,22610
tech,teknologi,22612
ntn,nonton,22614
thatss,that’s,22615
anmu,anu,22616
jlebbb,jleb,22620
ampunnn,ampun,22621
sayanggggg,sayang,22622
allohu,Allah,22623
reviw,review,22624
roblox,Roblox,22627
bosskuu,bosku,22628
ssya,saya,22630
bajngn,bajingan,22631
nihhh,nih,22632
kitateguh,kita teguh,22635
krskn,kerusakan,22638
dbenahi,dibenahi,22640
wikwk,hahaha,22641
halahh,halah,22642
selesein,selesaikan,22643
ukhty,ukhti,22648
kemvarnya,kembar,22651
aj9,anjing,22653
anjinkkkkk,anjing,22655
points,poin,22657
ngan,dengan,22658
slalu,selalu,22659
yaela,yaelah,22661
smngat,semangat,22662
steres,stres,22665
waah,wah,22669
dowo,dalam,22670
kecilny,kecilnya,22671
senterr,senter,22673
nyusuuu,nyusu,22675
ahayy,ahay,22677
tnggu,tunggu,22678
ngtip,mengintip,22679
blum,belum,22683
tobatki,tobat,22684
lgian,lagian,22685
makanyaaaa,makanya,22687
diajarin,diajar,22689
atlnta,Atlanta,22690
dzalimi,dzalim,22691
isinhmya,isinya,22692
dalemany,dalemnya,22693
rohimah,Rohimah,22695
beuhhh,beuh,22697
bokp,bokep,22698
hargadiri,harga diri,22702
stokingan,stoking,22703
akk,ak,22704
sangt,sangat,22706
samacewe,sama cewek,22708
thaumnail,thumbnail,22712
teros,terus,22713
mumy,mummy,22714
akunya,aku,22715
barangnya,barang,22716
yua,ya,22717
oa,oh,22718
troek,troh,22719
24,dua puluh empat,22720
gelemu,kamu mau,22721
diumumin,diumumkan,22722
serloken,serlok,22724
102,seratus dua,22726
lamanya,lama,22727
ngejelik,ngejelek,22728
allahuuu,Allah,22730
pusattt,pusat,22731
trjdinya,terjadinya,22732
subhanallah,Subhanallah,22733
gerusin,gerus,22734
iyeee,iya,22735
eaakkkk,eh,22736
dihh,di,22738
canva,Canva,22740
dkung,dukungan,22741
pinpake,pin pakai,22742
videoin,merekam video,22743
igny,instagramnya,22745
hahah32,hahaha,22747
esdm,Energi dan Sumber Daya Mineral,22748
4qfe,for your information,22752
bntuk,bentuk,22753
reumaaas,remas,22754
jls,jeles,22755
drimana,dari mana,22756
gocapnya,gocap,22757
elu2,kalian,22759
nyambi,menyambi,22760
kalaw,kalau,22761
bnyj,banyak,22762
ummatnya,umatnya,22763
orand,orang,22765
sovyet,Soviet,22766
korupsii,korupsi,22767
disampein,disampaikan,22768
curigain,curigai,22769
42jeti,42 jet,22770
yekkkk,ya,22771
umpomo,umpama,22775
pertanyanany,pertanyaannya,22776
kekawan,kawan,22777
inspiring,menginspirasi,22778
pelawanan,perlawanan,22779
diotakku,di otakku,22780
nerjemahin,menerjemahkan,22781
kemem,memek,22783
ngegoreng,menggoreng,22784
anjrrr,anjing,22785
astga,astaga,22786
brduka,berduka,22788
vaginanya,vagina,22789
turkey,turki,22790
segeerrrr,segar,22791
whaoooooowwww,wow,22792
potnya,pot,22793
savewoman,save woman,22795
apaa,apa,22796
shiranu,shiran,22797
dpotong,dipotong,22799
played,bermain,22802
jugk,juga,22804
giniaan,ginian,22805
sembungi,sembunyi,22806
jogja,Yogyakarta,22807
bogell,bugil,22808
maeng,mang,22809
nji,anjing,22811
tunjkkn,tunjukkan,22812
hahhahah,hahaha,22813
house,rumah,22814
mmbr,member,22815
ine,ini,22816
ngjkin,ngajakin,22817
zinaaaaah,zina,22819
hujattt,hujat,22821
drdlu,dulu,22822
dikepala,di kepala,22823
aprt,apartemen,22824
tinggih,tinggi,22826
judoo,judo,22827
if,jika,22828
aing,saya,22829
l3cehin,lecehin,22830
besti,bestie,22831
bigwinn,big win,22832
ngmngin,ngomongin,22833
loerplwteee,loyal,22834
berkharsima,berkarisma,22835
ngapa2in,ngapain,22836
tutuf,tutup,22837
pury,puri,22838
keaceh,kece,22840
mengacobalo,mengacau,22841
etiquete,etika,22843
istrue,istru,22844
brtau,berita,22845
ex6ib,ekshibisi,22846
cakepnya,cakep,22847
bantuu,bantu,22848
geme,gemes,22849
bacain,bacakan,22850
ampk,sampai,22851
preside,presiden,22853
saudarahku,saudaraku,22854
bocal,bocah,22855
statmen,pernyataan,22856
brngsek,brengsek,22857
cobak,coba,22859
wawww,wow,22860
lakuin,lakukan,22861
kegitu,begitu,22862
beginj,begin,22865
lujian,ujian,22866
exquisite,eksklusif,22870
sagnenya,sangenya,22871
ngrasain,merasakan,22872
boyorrrr,boyor,22873
janjia,janji,22874
namax,nama,22875
cobain,coba,22876
tersingung,tersinggung,22877
reflek,refleks,22878
disappointing,mengecewakan,22881
videoxxxx,video porno,22882
thu,itu,22883
sebenar,sebenarnya,22884
kura2,kura-kura,22885
lawan2,lawan,22886
jagaa,jaga,22887
jaanncook,jancuk,22890
ngingatin,mengingatkan,22892
coconut,kelapa,22893
dilapak,di lapak,22895
duniya,dunia,22896
ppaa,papa,22897
plsssss,please,22902
nyegerin,menyegarkan,22903
kbnyakn,kebanyakan,22907
astagaa,astaga,22910
keee,ke,22913
hahh,hah,22914
smapi,sampai,22915
terosssssssss,terus,22918
tanyain,menanyakan,22919
manaaa,mana,22924
ngeludahh,ngeludah,22925
ditanah,di tanah,22926
gf,pacar,22927
menteriny,menterinya,22928
hoby,hobi,22930
reaction,reaksi,22931
abisss,habis,22933
apadaya,apa daya,22936
kamoe,kamu,22937
saye,saya,22940
anjritt,anjrit,22941
senyum2,senyum-senyum,22944
redpect,respect,22945
merespon,merespons,22946
latto2,latto,22947
saudara2nya,saudara-saudaranya,22949
makkkkkk,mak,22955
wont,tidak,22956
worth,berharga,22957
bengkaak,bengkak,22959
hehehehehe,hehehe,22960
12mnt,12 menit,22962
cuiih,cuih,22963
24thn,24 tahun,22964
hadist2,hadis,22966
hn,hanya,22969
gmpang,gampang,22970
merasakn,merasakan,22971
nawhg,tidak,22976
tutorr,tutor,22977
bngttttttt,banget,22979
langsunh,langsung,22980
ingetdosabang,ingat dosa bang,22981
nikahh,nikah,22982
dibecak,di becak,22984
binbingan,bimbingan,22985
mukak,muka,22986
masadepan,masa depan,22987
lizaa,Liza,22989
mun4f1k,munafik,22991
fedio,video,22992
ngasusin,kasusin,22993
kallau,kalau,22994
mlu,mulu,22996
tuaiii,tuai,22997
wahhhhhhh,wah,22998
selamatin,selamatkan,22999
halergic,alergi,23000
tnggl,tinggal,23004
halaah,halah,23005
penampilanya,penampilannya,23006
ethiopia,Etiopia,23007
sdp,SDP,23008
kedudukanya,kedudukannya,23009
wrb,WRB,23010
clean,bersih,23012
pribadiiii,pribadi,23013
indosiar,Indosiar,23014
alcantara,Alcantara,23017
sabr,sabar,23019
lsg,langsung,23020
bsah,bisa,23021
8adalah,adalah,23024
viera,Viera,23025
nyekel,menyentuh,23026
mbayar,membayar,23028
isback,kembali,23029
atimu,hatimu,23030
bocill,bocah,23031
smentra,sementara,23033
manusiaaaan,manusia,23036
paste,tempel,23038
tokyoo,tokyo,23041
adekk,adik,23042
ngilokno,menghilangkan,23043
kerjaa,kerja,23045
nakasir,naksir,23046
dikait2kan,dikaitkan,23047
buwat,buat,23051
waaaaauuuuu,waaaauuu,23053
tks,terima kasih,23054
daerh,daerah,23055
telenya,tele,23059
jelahhh,jelas,23061
mehargai,menghargai,23062
benerenn,benar,23064
daripd,daripada,23071
dingerti,dimengerti,23072
wahyuuu,wahyu,23074
kearah,ke arah,23075
omonganya,omongannya,23076
magazine,majalah,23077
mbscreww,mbscrew,23079
banh,bang,23082
bingungg,bingung,23083
kanggo,untuk,23085
nambihin,menambahkan,23086
bngst,bangsat,23089
incomparable,tak tertandingi,23090
teguhhhhhh,teguh,23091
maininin,mainin,23092
berlu,perlu,23093
senterin,menyenter,23094
dude,kawan,23098
vibs,getaran,23099
1malam,satu malam,23100
anjiiiiiiiiirrrr,anjing,23101
dblock,diblok,23102
situation,situasi,23104
berkahi,berkah,23109
ganasss,ganas,23110
state,negara,23111
endingnyaa,endingnya,23112
orangnyaa,orangnya,23113
rakk,rak,23115
messum,mesum,23116
gedeinnya,gede,23117
pahm,paham,23119
kontent,konten,23120
wkwowkowkwok,wkwkwk,23121
ngetikk,ngetik,23122
fomoan,fomo,23123
prace,prank,23124
eeemantul,mantul,23125
kln,kalian,23126
lagiiii,lagi,23127
ahlaaq,akhlak,23128
aokme,aku,23129
thddd,tidak,23132
gakjelas,tidak jelas,23133
bule2nya,bule-bulenya,23135
hahhahhaha,haha,23136
geude,gitu,23137
ijoo,ijo,23139
kepecah,kecah,23140
kntttllll,kontol,23141
sabarrrr,sabar,23142
tnbhn,tambahan,23143
gaselesai,gak selesai,23144
besarlahh,besarlah,23147
sekaliii,sekali,23150
hadcehhhhhh,haduh,23151
mainya,main,23152
size,ukuran,23155
salahhhhhhhhh,salah,23156
idnsia,indonesia,23159
working,bekerja,23221
0,nol,23222
sgla,segala,23223
masukinnya,memasukkannya,23224
airmata,air mata,23226
striking,menarik,23227
njayyy,anjay,23228
hentakannyaaaa,hentakannya,23230
rakosssss,rakus,23231
ditaro,diletakkan,23233
ngertii,mengerti,23234
oprasi,operasi,23235
sumphh,sumpah,23237
belomm,belum,23238
momentos,momen,23239
tujukin,tunjukkan,23241
instigfar,istighfar,23242
nolll,nol,23243
mao,mau,23246
rajia,razia,23247
insufficient,tidak cukup,23248
beraktifitas,beraktivitas,23250
ditinggalka,ditinggalkan,23281
raw,mentah,23282
mukeeenye,mukanya,23283
60fps,60 fps,23284
siaw,sial,23285
bosone,bos,23286
bullett,peluru,23287
ngapalin,menghafal,23288
sletep2,selepet-selepet,23289
dapurrr,dapur,23290
gelott,gelot,23291
aannjj,anjing,23293
cpnya,nomor kontaknya,23294
alfatihahh,alfatihah,23295
bot09,bot,23296
kliatannya,kelihatannya,23297
toleransiii,toleransi,23298
ndaaa,tidak,23299
plastiknya,plastik,23300
kekar2,kekar,23301
kebagi,terbagi,23302
kayanya,kayaknya,23304
while,sementara,23305
koleberasi,kolaborasi,23306
pedes,pedas,23308
brasa,rasa,23309
opooo,opos,23311
otakna,otaknya,23312
nereka,neraka,23313
tkt,takut,23315
njng,anjing,23316
kpan,kapan,23317
ngakakk,ngakak,23318
dibawah,di bawah,23319
143,I love you,23320
golingn,guling,23321
paejeb,pejeb,23322
gush,gosh,23324
telanjangg,telanjang,23325
kaleee,kali,23326
kakehan,kebanyakan,23327
raaakuuussssnyeeeee,rakus,23328
fulgar,vulgar,23329
sebutin,sebut,23330
pooll,banget,23331
belun,belum,23332
bocilllll,bocil,23334
syekali,sekali,23335
emmmm,emm,23336
msak,masak,23337
1ronde,satu ronde,23338
bkin,bikin,23343
qmu,kamu,23345
setel5di,setelah di,23346
inima,ini,23347
smbong,sombong,23349
brmnfaat,bermanfaat,23350
teach,mengajar,23351
cuantekk,cantik,23353
olahragaa,olahraga,23354
figure,figur,23355
kebangeten,kebangetan,23358
astghfirullah,astaghfirullah,23359
selanjut,selanjutnya,23360
5tg,tinggal,23361
depoin,depo,23362
muncar,muncul,23363
dechh,deh,23364
sceter,skater,23366
maak,mak,23367
kids,anak-anak,23368
gandaa,ganda,23375
trnyta,ternyata,23382
reposttt,repost,23385
viewna,view,23386
bkep,bokep,23387
lblis,lablis,23389
ketoe,ketua,23391
jembt,jembut,23392
njirrr,anjir,23396
makane,makannya,23397
rada2,rada-rada,23398
garem,garam,23402
cs,customer service,23404
seyakin,seyakini,23405
memories,kenangan,23406
pastilu,pastilah,23407
agamaaaaa,agama,23408
ngga,tidak,23409
woooo,wooo,23410
sayank,sayang,23412
yunowlah,kamu tahu,23413
attention,perhatian,23414
notiipp,notifikasi,23415
njjiir,anjir,23418
wrong,salah,23421
mission,misi,23422
kenai,kenali,23423
ngasihhh,memberi,23426
90an,90-an,23429
dimanfaatin,dimanfaatkan,23430
disgusting,menjijikkan,23431
yyakin,yakin,23432
ngehujatnya,menghujatnya,23433
tohhhh,toh,23435
kaakk,kak,23438
proses2,proses,23439
wlwpn,walaupun,23442
stunning,menakjubkan,23443
iamcute,saya imut,23445
ekting,berakting,23446
kerennnnnnn,keren,23447
stelah,setelah,23448
cownya,cowoknya,23449
diliatan,dilihat,23450
dancokkk,dancok,23451
burikk,burik,23453
hinaanya,hinaannya,23454
jajajaja,hahaha,23456
so,jadi,23457
begotten,diperoleh,23458
looks,penampilan,23459
kontenlu,kontenmu,23461
ngenaaa,ngena,23462
cuysss,cuy,23463
slave,budak,23464
waahhh,wah,23465
nxt,next,23466
anjirr,anjir,23467
wkkww,wkwk,23469
brubah,berubah,23470
requested,diminta,23474
boskk,bos,23475
muluz,mulus,23478
dashboard,dasbor,23480
naudzubilahimindzalik,naudzubillah,23482
grandma,nenek,23483
mesmerizing,memikat,23485
pup,anjing,23486
muntahhhhh,muntah,23487
sakaliii,sekali,23489
masukkin,masukkan,23490
buanyak,banyak,23491
ktemu,ketemu,23494
kelitan,kelihatan,23496
tenk,terima kasih,23497
pateni,matikan,23498
ndan,dan,23499
daughter,putri,23500
ssuai,sesuai,23501
polli,poli,23502
yaaak,ya,23503
mamawa,membawa,23504
croootttt,crott,23506
ngitung,menghitung,23507
onjang,anjang,23509
owhh,oh,23510
apeniii,apa ini,23511
kamerane,kamarnya,23512
gasadar,sadar,23513
kumpulno,kumpulkan,23514
jamming,bermain musik,23515
lunasin,lunas,23516
ngjk,ngajak,23519
ngjelek,menjelekkan,23520
jokowie,jokowi,23522
mengagung,mengagungkan,23523
taaaeek,taat,23524
temn2,teman-teman,23525
syndrome,sindrom,23526
rcef3rorklu,rceferorklu,23528
kinds,jenis,23530
nesel,menyesal,23531
sesayang,sayang,23533
caur,kotor,23534
kesemua,semua,23535
wawancarnya,wawancara,23537
faighter,petarung,23540
boker,buang air besar,23542
pisah2,pisah-pisah,23543
ketangkap,tertangkap,23544
deteng,detik,23547
barapa,berapa,23549
hahahaaaaaa,hahaha,23550
poesat,pesat,23551
closing,penutupan,23553
masee,masih,23554
bok0ng,bokong,23555
memess,meme,23556
performance,penampilan,23557
jaminin,jamin,23558
gapapa,tidak apa-apa,23559
konco2,konco-konco,23560
bukann,bukan,23561
viewer,penonton,23562
ngapung,terbang,23563
kalemak,kalem,23569
sendiriii,sendiri,23570
tamah,tambah,23576
pransiskus,Fransiskus,23577
dibulan,di bulan,23578
nnyha,nyah,23582
notice,perhatian,23585
spingebob,sponge bob,23586
rizz,daya tarik,23587
brsusah,bersusah,23589
bermaksut,bermaksud,23590
hoak,hoax,23591
konone,konon,23596
lvl,level,23598
perorang,per orang,23599
reaching,mencapai,23600
walidh,walid,23601
kepancing,terpancing,23602
jiyabang,jiwa,23603
makai,menggunakan,23606
mkn,makan,23607
pel3cehan,pelecehan,23610
alfaatihah,alfatihah,23611
cill,cil,23612
dengat,dengar,23614
kiiitaaa,kita,23615
maj,maju,23617
ditinggalin,ditinggalkan,23619
jngan,jangan,23620
creqqmpuff,creampuff,23621
ckup,cukup,23622
ngludahin,ngeludahin,23623
presidan,presiden,23632
kopter,helicopter,23634
object,objek,23635
carane,caranya,23637
kahh,kah,23638
memikirka,memikirkan,23641
ikii,ini,23644
treeshome,tree home,23648
mashab,mazhab,23650
sekret,rahasia,23654
sipatnya,sifatnya,23655
breeee,bree,23656
mlak,melakukannya,23659
anjjjj,anjing,23661
110hari,110 hari,23662
doctor,dokter,23663
foot,kaki,23664
berpreatasi,berprestasi,23666
l3ce,lace,23668
tanggepin,tanggapi,23669
knpanya,kenapanya,23670
mntul,mantul,23672
dark,gelap,23677
nasehatin,nasihati,23680
gwendeng,gondrong,23681
tife,tifus,23682
brooow,bro,23684
satusatunya,satu-satunya,23685
maksudnyaa,maksudnya,23687
hastag,hashtag,23688
wuiiiiii,wuih,23689
pindah2,pindah-pindah,23692
sweety,manis,23693
dihormatin,dihormati,23694
3jt,3 juta,23696
msaknya,masaknya,23704
jaggling,juggling,23705
haaaa,haa,23707
yutube,youtube,23708
sammpah,sampah,23710
gurukuuuu,guruku,23712
payudarany,payudaranya,23713
cemana,bagaimana,23715
namaq,nama,23716
lh,lah,23718
seminya,semuanya,23719
p3p3k,pepek,23722
jawapnya,jawabnya,23724
behh,be,23725
segar2,segar-segar,23727
hallah,halal,23730
malayu,melayu,23732
slh,salah,23733
wasitjya,wasitnya,23734
dst,dan seterusnya,23737
dikalimantan,di Kalimantan,23738
dilupain,dilupakan,23742
diapa2in,diapa-apakan,23743
kasapi,kasih,23745
gondoy,layu,23748
nyusuin,menyusui,23751
bntu,bantu,23753
boddynya,bodi,23757
anee,ini,23761
sikira,sekira,23762
triakk,teriak,23763
profile,profil,23767
napuk,napak,23768
wkwkkk,wkwkwk,23769
ditoilet,di toilet,23770
apesi,apa sih,23772
woow,wow,23773
believers,penganut,23774
terosssssss,terus,23775
dikasihanin,dikasihani,23776
syay,saya,23777
bng,bang,23778
syaa,saya,23781
sklh,sekolah,23784
kunn,kamu,23785
haduuh,aduh,23786
dinego,dinilai,23787
monmaap,mohon maaf,23789
gosah,gak usah,23790
ethics,etika,23791
3juta,3 juta,23792
judgment,putusan,23793
dgnku,denganku,23794
beeb,beb,23798
bannnnggggggg,bang,23799
comrade,kawan,23800
tanggung2,tanggung,23801
mrka,mereka,23802
dakjal,dahjal,23803
sananyaa,sana,23805
10menit,10 menit,23806
sabarr,sabar,23807
iyuhh,iyuh,23808
kayees,kayak,23809
kordinat,koordinat,23810
nnda,nanda,23812
seru2,seru,23813
knowlah,tahu,23814
sanget,banget,23815
woah,wow,23816
bikes,sepeda,23818
keduaaa,kedua,23819
tergantu,tergantung,23821
sngt2,sangat-sangat,23822
umatt,umat,23825
likes,suka,23828
suting,shooting,23830
mnh,mana,23833
gagalin,gagalkan,23834
soh,so,23835
bajuya,bajunya,23836
trimskah,terima kasih,23837
99nya,99-nya,23845
mendoakn,mendoakan,23848
tnton,tonton,23849
jiku,jika,23850
halah2,halah,23851
llki,laki,23852
epick,epik,23854
ngelike,menyukai,23856
kehapus,terhapus,23857
widihhh,widih,23859
hrs,harus,23860
semangatin,menyemangati,23861
tinggiiii,tinggi,23862
duwit,duit,23863
smpi,sampai,23864
kepilih,terpilih,23865
mlbb,mobile legends bang bang,23866
kumatikan,mematikan,23871
huru,huruf,23872
sumbiiiiing,sumbing,23873
begoco,begok,23874
gateway,gerbang,23878
mendng,mendeng,23879
cucupnya,susunya,23880
pyh,payah,23881
sianjinggg,sianjing,23882
pkr,pikir,23885
sinarnyaa,sinarnya,23886
tempeh,tempe,23888
drinya,dirinya,23890
kitacsemua,kita semua,23895
allahummabarik,Allahumma barik,23896
profokator,provokator,23900
sdikit,sedikit,23902
bgttttt,banget,23903
biasahh,biasa,23904
iyewh,iya,23905
penat2nya,penat-penatnya,23908
parahhhh,parah,23918
bersiin,bersihkan,23920
hecker,hacker,23923
segalanye,segalanya,23925
kenyott,kenyot,23926
egp,enggak peduli,23927
disalahka,disalahkan,23929
cook,masak,23930
skuuuuuuuuyyyyyyyyy,sukuu,23932
ngenormalisasiin,normalisasi,23933
gaessss,guys,23934
happykah,bahagia,23936
footprints,jejak kaki,23937
gueeeee,gue,23939
32detik,32 detik,23943
ungtungnya,untungnya,23945
gawe,kerja,23946
ngetoang,ngobrol,23948
5rb,5000,23950
event,acara,23951
eleh,kalah,23952
control,kontrol,23953
diomongin,dibicarakan,23954
kbebasan,kebebasan,23955
stp,stop,23956
geter,getar,23957
sekrisis,krisis,23959
menbutuhkan,membutuhkan,23960
nrkoba,narkoba,23961
lecwehin,lecehkan,23963
hahay,haha,23965
prksa,perkosa,23966
yangnperlu,yang perlu,23967
mksi,makasih,23968
shamed,malu,23969
dibales,dibalas,23970
tulul,tolol,23975
da2mu,dadamu,23976
adaaaaaa,ada,23978
srs,serius,23979
profider,provider,23981
ngrekam,merekam,23982
fakta2,fakta-fakta,23983
nyg,yang,23984
duluannnn,dulu,23985
iklahs,ikhlas,23986
milliar,miliar,23987
dikencingin,dikencingi,23988
dhongo,dongo,23989
jiwanyaa,jiwanya,23990
sisain,sisakan,23991
sestrategis,strategis,23992
mastiin,memastikan,23994
smpurna,sempurna,23996
30an,30-an,23997
nguatin,menguatkan,23998
beett,bet,23999
jngnkan,jangan,24000
sobattt,sobat,24005
andoid,android,24008
dikapal,di kapal,24009
tenann,sungguh,24010
mintah,minta,24013
sukurin,syukuri,24014
takkelihatan,tak terlihat,24016
presden,presiden,24021
astgafirullah,astaghfirullah,24022
mantap2,mantap,24023
hhaha,haha,24024
rakyak,rakyat,24030
guysss,guys,24031
kanapa,kenapa,24033
mknkan,makanan,24034
hatiiii,hati,24037
montooox,montok,24038
auroraa,aurora,24039
izin2,izin,24040
snggup,sanggup,24041
awkwk,awkward,24043
makasiii,makasih,24046
bjiirr,bijir,24047
bilng,bilang,24048
pelechn,pelecehan,24050
terilili,terlili,24051
masx,mas,24052
dtg,datang,24053
memasukan,memasukkan,24055
ngacheng,ngaceng,24056
drajatnya,derajatnya,24057
mrh,marah,24058
eeee,ee,24060
gys,guys,24061
pramatic,pragmatik,24072
singapor,singapura,24074
perfesional,profesional,24075
kelaminnya,kelaminya,24077
virall,viral,24081
igmu,instagram kamu,24082
crome,chrome,24083
cuuuukkkk,cuk,24084
7bulan,7 bulan,24085
gunungx,gunung,24086
fakata,fakta,24087
woww,wow,24089
bentr,bentar,24091
takin,yakin,24095
oooh,oh,24097
gunung2,gunung-gunung,24098
kt2nya,kata-katanya,24099
